,loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
852,1013894,213894,25750.0,5,17.57,647.88,D,政府机构,采矿业,10+ years,1,2,2015/7/1,5,293,0,32.59,0,758.1818182,884.5454545,13,0,0.0,26157.0,69.78461538,0,0,Oct-99,6,1,7.0,0.0,11.0,18.0,7.0,4,3769,753.8,0
853,1049985,249985,18181.81818,3,10.179,657.72,B,幼教与中小学校,电力、热力生产供应业,10+ years,0,2,2018/11/1,0,13,10,8.872727273,1,572.7272727,668.1818182,16,0,0.0,10619.53846,13.47692308,0,0,Jul-99,0,1,7.0,0.0,4.0,24.0,13.0,3,7572,757.2,0
854,1011623,211623,24545.45455,3,16.425,1088.34,D,政府机构,建筑业,10+ years,0,2,2014/2/1,2,614,3,14.56363636,2,680.0,793.3333333,10,1,0.0,4339.384615,43.84615385,1,0,Mar-94,5,1,6.0,0.0,3.0,14.0,12.0,3,2721,0.0,0
855,1012180,212180,35000.0,3,15.31,1218.61,C,普通企业,公共服务、社会组织,3 years,1,2,2014/3/1,0,38,21,15.79636364,1,780.0,975.0,12,0,0.0,27165.0,51.96923077,1,0,Aug-95,0,1,5.0,0.0,19.0,22.0,13.0,0,0,0.0,1
856,1017226,217226,3559.090909,3,6.99,134.3,A,上市企业,制造业,3 years,1,1,2016/1/1,8,590,8,10.70181818,0,704.5454545,880.6818182,8,0,0.0,395.0769231,2.476923077,0,0,Feb-95,9,1,4.0,0.0,1.0,6.0,4.0,3,1948,0.0,0
857,1001297,201297,35454.54545,5,22.99,845.55,F,普通企业,信息传输、软件和信息技术服务业,2 years,1,2,2015/4/1,0,790,41,18.20454545,0,736.3636364,920.4545455,9,0,0.0,30459.69231,77.90769231,1,0,4-Jul,0,1,5.0,0.0,12.0,12.0,10.0,5,1412,141.2,0
860,1004405,204405,10690.90909,3,10.087,312.42,B,普通企业,电力、热力生产供应业,10+ years,0,0,2014/5/1,4,42,26,16.58181818,0,715.0,834.1666667,14,0,0.0,9360.0,48.78461538,1,0,Apr-94,4,1,8.0,0.0,5.0,17.0,6.0,1,3752,750.4,0
861,1048023,248023,8181.818182,3,11.14,328.06,B,政府机构,金融业,5 years,0,1,2012/12/1,4,184,26,9.349090909,0,690.0,747.5,14,0,0.0,18870.0,66.92307692,0,0,Jul-99,24043,1,7.0,0.0,7.0,20.0,11.0,2,1768,530.4,0
862,1018253,218253,10909.09091,3,15.389,341.73,C,政府机构,公共服务、社会组织,10+ years,0,2,2016/1/1,11,390,13,35.25818182,1,747.2727273,871.8181818,20,0,0.0,28764.0,58.84615385,0,0,Apr-00,2,1,8.0,0.0,6.0,41.0,15.0,0,0,0.0,1
864,1017254,217254,26000.0,5,17.149,626.62,D,普通企业,公共服务、社会组织,8 years,0,2,2015/1/1,4,418,45,17.16,0,604.5454545,755.6818182,12,0,0.0,20122.30769,89.07692308,1,0,Jun-94,4,1,8.0,0.0,9.0,13.0,8.0,0,0,0.0,1
865,1025515,225515,4363.636364,3,12.089,130.94,B,政府机构,住宿和餐饮业,8 years,1,0,2015/5/1,4,75,33,14.89,0,695.0,810.8333333,8,0,0.0,5070.153846,69.69230769,1,0,2-Dec,4,1,6.0,0.0,2.0,7.0,4.0,1,640,64.0,0
866,1044129,244129,11818.18182,3,10.725,321.5,B,政府机构,文化和体育业,10+ years,1,1,2016/2/1,0,64,14,34.19,1,631.8181818,789.7727273,19,0,0.0,13295.76923,49.01538462,0,0,Feb-80,0,1,6.0,0.0,27.0,24.0,11.0,1,3578,0.0,0
868,1013679,213679,10800.0,5,21.99,298.23,F,幼教与中小学校,信息传输、软件和信息技术服务业,6 years,2,1,2015/6/1,2,116,14,16.43636364,0,540.0,630.0,21,0,0.0,19543.0,75.92307692,1,0,7-May,5,1,8.0,0.0,6.0,17.0,8.0,3,4179,1253.7,0
869,1031832,231832,11345.45455,3,12.69,322.04,C,世界五百强,电力、热力生产供应业,10+ years,0,2,2015/3/1,4,340,14,11.43636364,0,670.0,781.6666667,15,0,0.0,25421.84615,51.87692308,0,0,3-May,4,1,8.0,0.0,10.0,32.0,18.0,3,4095,819.0,0
870,1044562,244562,14725.0,3,12.683,485.79,B,幼教与中小学校,制造业,9 years,0,0,2015/4/1,0,19,14,28.53818182,0,659.0909091,823.8636364,8,0,0.0,37344.92308,97.03076923,0,0,Jun-98,0,1,5.0,0.0,13.0,11.0,8.0,3,6236,1247.2,0
872,1007273,207273,13000.0,3,17.919,388.31,C,普通企业,国际组织,6 years,1,2,2012/10/1,4,203,30,13.46,0,690.0,805.0,3,0,0.0,10067.0,89.30769231,1,0,2-Aug,52522,1,3.0,0.0,0.0,6.0,5.0,2,4191,1257.3,0
873,1047932,247932,9190.909091,3,15.77,295.25,D,政府机构,制造业,7 years,2,1,2016/1/1,4,74,30,29.6,0,695.0,810.8333333,17,0,0.0,51812.30769,83.2,0,0,Nov-95,4,1,11.0,0.0,9.0,18.0,11.0,0,0,0.0,1
874,1027532,227532,12272.72727,3,20.889,549.77,D,幼教与中小学校,农、林、牧、渔业,8 years,0,1,2016/12/1,2,27,12,15.5,0,604.5454545,755.6818182,18,2,1.0,11076.92308,54.11538462,0,1,4-Aug,5,1,13.0,0.0,5.0,15.0,7.0,1,3004,901.2,0
875,1028937,228937,4090.909091,3,4.788,150.58,A,政府机构,建筑业,9 years,0,1,2015/11/1,0,319,0,10.22727273,0,585.0,633.75,11,0,0.0,69952.61538,80.76923077,1,0,Oct-92,0,1,9.0,,9.0,34.0,21.0,1,778,0.0,0
877,1047416,247416,18181.81818,5,18.799,498.02,D,普通企业,金融业,7 years,1,1,2017/9/1,4,401,24,19.61818182,0,675.0,843.75,30,0,0.0,26420.76923,68.07692308,0,0,Jan-84,4,1,11.0,,19.0,43.0,25.0,0,0,0.0,1
878,1003508,203508,6545.454545,3,17.171,209.79,D,政府机构,建筑业,10+ years,0,0,2014/6/1,4,491,30,23.85,0,741.8181818,803.6363636,18,0,0.0,31336.0,82.43076923,1,0,Nov-88,4,1,14.0,0.0,9.0,22.0,5.0,2,2699,809.7,0
879,1038739,238739,25454.54545,5,23.247,835.52,G,普通企业,信息传输、软件和信息技术服务业,3 years,1,2,2014/8/1,0,31,2,11.36454545,1,665.0,775.8333333,21,0,0.0,14541.69231,96.23076923,1,0,Dec-93,0,1,5.0,0.0,24.0,11.0,8.0,0,2378,713.4,0
880,1032600,232600,14181.81818,3,7.9,375.49,A,普通企业,金融业,6 years,0,0,2013/4/1,4,195,38,8.98,1,715.0,834.1666667,9,1,1.0,6025.846154,46.73076923,1,0,May-84,42683,1,7.0,0.0,4.0,16.0,13.0,0,5734,0.0,0
882,1008268,208268,9000.0,3,4.788,271.04,A,普通企业,文化和体育业,8 years,0,0,2015/12/1,0,145,8,20.22,0,650.0,758.3333333,11,0,0.0,22752.15385,69.78461538,0,0,Jul-91,0,1,3.0,0.0,15.0,14.0,8.0,3,2444,488.8,0
883,1015812,215812,31227.27273,5,18.997,715.57,C,普通企业,金融业,2 years,0,2,2013/6/1,0,781,40,23.06,0,705.0,822.5,14,0,0.0,27620.92308,50.5,1,0,Mar-96,0,1,5.0,0.0,10.0,23.0,17.0,5,10932,1093.2,0
884,1014279,214279,7090.909091,3,14.014,201.42,C,高等教育机构,公共服务、社会组织,4 years,1,1,2017/2/1,0,512,21,17.07,0,548.1818182,685.2272727,7,0,0.0,5052.923077,61.84615385,0,0,9-Feb,0,1,4.0,0.0,7.0,18.0,10.0,0,0,0.0,1
885,1034182,234182,1636.363636,3,7.056,62.53,A,普通企业,金融业,1 year,2,0,2018/8/1,5,149,22,13.49454545,0,785.0,850.4166667,10,0,0.0,4267.384615,16.7,1,0,Jan-96,6,1,4.0,0.0,8.0,9.0,4.0,1,751,0.0,0
886,1007538,207538,10843.18182,3,14.289,309.1,C,上市企业,金融业,10+ years,0,2,2014/11/1,0,178,23,5.989090909,0,769.0909091,833.1818182,10,0,0.0,2066.769231,14.0,0,0,Apr-91,0,1,5.0,,4.0,34.0,15.0,0,0,0.0,1
888,1036916,236916,16545.45455,3,9.79,444.55,A,高等教育机构,建筑业,5 years,0,0,2013/1/1,4,4,3,16.37272727,0,576.8181818,672.9545455,16,0,0.0,27983.0,49.53846154,0,0,May-00,48100,1,4.0,0.0,9.0,21.0,16.0,3,2056,0.0,0
889,1031803,231803,9681.818182,3,12.015,360.64,C,政府机构,批发和零售业,3 years,0,1,2014/10/1,0,102,26,8.582727273,0,600.0,650.0,6,4,1.0,5204.769231,57.5,0,0,Aug-86,0,1,4.0,0.0,2.0,15.0,10.0,1,4162,832.4,0
890,1007007,207007,8509.090909,3,23.595,272.93,D,幼教与中小学校,农、林、牧、渔业,,1,0,2017/10/1,0,193,13,12.99,0,715.0,774.5833333,8,1,1.0,7821.692308,55.84615385,0,0,Apr-90,0,1,4.0,0.0,4.0,6.0,3.0,1,2330,233.0,0
892,1007365,207365,4363.636364,3,12.015,135.46,C,普通企业,金融业,5 years,0,0,2014/7/1,0,160,4,19.41,0,631.8181818,684.469697,9,0,0.0,5278.0,48.69230769,0,0,Mar-87,0,1,3.0,0.0,14.0,11.0,7.0,0,850,170.0,0
893,1042231,242231,8181.818182,3,12.529,329.24,B,普通企业,电力、热力生产供应业,10+ years,0,0,2017/4/1,2,241,7,13.84363636,0,645.4545455,699.2424242,5,0,0.0,9857.076923,57.0,0,0,4-Sep,5,1,3.0,,2.0,4.0,3.0,0,3339,333.9,0
894,1039452,239452,16590.90909,3,7.139,559.27,A,政府机构,文化和体育业,3 years,0,0,2015/1/1,4,5,4,10.09090909,0,672.7272727,784.8484848,6,0,0.0,16581.23077,54.81538462,0,0,Jun-93,4,1,1.0,0.0,7.0,4.0,2.0,0,7085,708.5,0
896,1045534,245534,9927.272727,3,15.378,287.02,C,普通企业,电力、热力生产供应业,10+ years,2,1,2014/6/1,0,674,11,23.66363636,0,720.0,780.0,13,1,1.0,5880.0,27.0,0,0,Sep-87,0,1,5.0,0.0,10.0,26.0,12.0,0,0,0.0,1
898,1014004,214004,16675.0,5,15.61,402.06,D,普通企业,公共服务、社会组织,6 years,1,2,2014/10/1,0,408,14,24.68181818,1,700.0,875.0,18,0,0.0,78.46153846,2.584615385,0,0,3-Sep,0,1,1.0,0.0,24.0,25.0,13.0,0,0,0.0,0
899,1015624,215624,7272.727273,3,11.115,267.06,B,普通企业,农、林、牧、渔业,2 years,0,0,2013/7/1,2,139,8,20.67272727,0,627.2727273,784.0909091,15,0,0.0,22375.23077,85.03846154,0,0,Nov-00,36004,1,10.0,0.0,7.0,13.0,8.0,0,0,0.0,1
900,1041200,241200,27000.0,3,14.049,944.05,D,政府机构,交通运输、仓储和邮政业,10+ years,2,2,2015/5/1,0,371,7,16.27363636,0,670.0,725.8333333,16,0,0.0,20145.0,101.5384615,1,0,Jul-93,0,1,12.0,0.0,10.0,21.0,6.0,0,0,0.0,0
902,1024083,224083,20000.0,3,10.087,637.58,B,高等教育机构,国际组织,5 years,0,0,2015/7/1,4,105,17,10.89,1,631.8181818,684.469697,6,0,0.0,31786.0,87.3,1,0,1-Apr,4,1,3.0,0.0,8.0,16.0,12.0,0,0,0.0,0
903,1014638,214638,10000.0,3,9.17,318.79,B,普通企业,电力、热力生产供应业,5 years,2,2,2015/9/1,0,286,16,9.972727273,8,609.0909091,710.6060606,11,0,0.0,6165.230769,40.38461538,1,0,Jun-00,0,1,6.0,0.0,11.0,23.0,6.0,0,0,0.0,0
904,1028727,228727,22090.90909,3,14.498,912.08,C,政府机构,住宿和餐饮业,< 1 year,0,1,2015/12/1,1,166,8,11.38909091,1,665.0,831.25,7,0,0.0,54032.30769,91.53846154,0,0,Oct-93,1,1,6.0,,1.0,8.0,6.0,0,0,0.0,0
905,1049800,249800,15000.0,3,8.253,478.19,B,普通企业,农、林、牧、渔业,7 years,2,0,2015/11/1,0,803,33,19.11272727,1,544.0909091,680.1136364,13,0,0.0,14516.92308,38.7,0,0,3-Jul,0,1,6.0,0.0,7.0,13.0,11.0,0,0,0.0,0
907,1001234,201234,6800.0,3,5.852,204.79,A,普通企业,信息传输、软件和信息技术服务业,3 years,1,0,2016/1/1,0,239,7,10.08,0,850.9090909,1063.636364,10,0,0.0,3833.076923,10.84615385,1,0,6-Jan,0,1,3.0,0.0,5.0,7.0,7.0,0,0,0.0,0
908,1011790,211790,41363.63636,3,18.25,1269.73,D,政府机构,国际组织,< 1 year,0,2,2016/4/1,2,290,18,16.92,0,774.5454545,968.1818182,13,0,0.0,30866.76923,98.07692308,0,0,Sep-98,5,1,4.0,,13.0,17.0,10.0,0,0,0.0,1
909,1045824,245824,17727.27273,5,12.59,338.16,C,高等教育机构,电力、热力生产供应业,10+ years,0,2,2015/12/1,0,240,21,18.88181818,1,725.4545455,846.3636364,16,0,0.0,14178.46154,36.46153846,0,0,4-Sep,0,1,9.0,0.0,4.0,27.0,13.0,0,0,0.0,1
910,1000697,200697,12218.18182,3,14.33,384.59,C,幼教与中小学校,公共服务、社会组织,8 years,0,0,2013/1/1,4,315,23,10.5,1,540.0,630.0,13,0,0.0,9586.0,68.30769231,1,0,Dec-97,48381,1,8.0,0.0,4.0,17.0,11.0,0,0,0.0,0
912,1022182,222182,3636.363636,3,12.837,132.23,B,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2,2014/8/1,4,33,22,7.01,0,548.1818182,593.8636364,11,1,1.0,8729.538462,37.75384615,1,0,Aug-97,4,1,6.0,0.0,8.0,30.0,18.0,0,0,0.0,0
914,1009144,209144,11818.18182,3,12.74,335.69,C,普通企业,住宿和餐饮业,,2,0,2017/5/1,4,406,8,21.96,0,720.0,840.0,10,1,1.0,6690.0,60.09230769,0,0,4-Dec,4,1,5.0,0.0,4.0,24.0,18.0,0,0,0.0,0
915,1049735,249735,12272.72727,5,12.089,326.07,B,普通企业,金融业,10+ years,0,1,2015/3/1,0,246,36,14.04,0,812.7272727,880.4545455,33,0,0.0,16015.0,23.2,0,0,Nov-92,0,1,15.0,0.0,3.0,54.0,36.0,0,0,0.0,0
916,1036643,236643,28000.0,5,23.76,801.61,F,高等教育机构,采矿业,6 years,0,2,2013/3/1,5,101,23,13.43454545,1,609.0909091,659.8484848,18,0,0.0,77352.0,80.33846154,1,0,Feb-92,45572,1,11.0,0.0,11.0,26.0,13.0,0,0,0.0,1
917,1012128,212128,1963.636364,3,14.49,61.95,C,政府机构,交通运输、仓储和邮政业,5 years,0,1,2016/9/1,5,233,19,21.78545455,0,593.1818182,692.0454545,6,0,0.0,6509.0,58.33846154,0,0,7-Sep,6,1,2.0,0.0,5.0,6.0,3.0,0,0,0.0,0
918,1006436,206436,5345.454545,3,13.739,163.9,B,普通企业,信息传输、软件和信息技术服务业,6 years,1,0,2014/8/1,4,342,21,16.98545455,0,552.2727273,690.3409091,13,1,1.0,10740.0,66.87692308,1,0,Jul-00,4,1,7.0,0.0,7.0,25.0,10.0,0,0,0.0,1
919,1004845,204845,19943.18182,5,11.997,558.74,C,政府机构,电力、热力生产供应业,1 year,1,0,2015/9/1,4,304,8,14.51454545,0,618.1818182,721.2121212,8,0,0.0,7800.0,82.61538462,1,0,3-May,4,1,6.0,0.0,11.0,11.0,7.0,0,0,0.0,1
920,1029766,229766,12627.27273,5,22.825,311.52,E,上市企业,采矿业,,0,0,2016/2/1,4,394,35,14.24727273,1,763.6363636,954.5454545,14,0,0.0,10243.69231,20.65384615,0,0,May-93,4,1,4.0,0.0,3.0,21.0,7.0,0,0,0.0,1
924,1019322,219322,17727.27273,3,6.651,465.84,A,上市企业,公共服务、社会组织,10+ years,2,0,2016/3/1,0,141,13,5.08,0,659.0909091,823.8636364,11,1,1.0,3678.461538,22.5,0,0,Feb-00,2,1,7.0,0.0,0.0,16.0,9.0,0,0,0.0,0
925,1021335,221335,7727.272727,3,11.825,277.28,B,普通企业,信息传输、软件和信息技术服务业,5 years,1,0,2016/3/1,0,219,21,15.45545455,0,560.4545455,700.5681818,5,0,0.0,9430.615385,64.15384615,0,0,9-Oct,0,1,4.0,0.0,4.0,6.0,2.0,0,0,0.0,0
926,1044550,244550,5481.818182,3,13.33,170.12,C,普通企业,金融业,,0,2,2015/8/1,4,146,23,16.0,2,725.4545455,785.9090909,10,1,1.0,3841.846154,32.0,0,0,Sep-99,4,1,9.0,,2.0,17.0,9.0,0,0,0.0,0
927,1030321,230321,15600.0,3,8.382,445.61,A,政府机构,批发和零售业,2 years,1,2,2013/4/1,0,17,13,23.58545455,0,668.1818182,723.8636364,7,0,0.0,14771.53846,76.15384615,0,0,Oct-82,38,1,2.0,0.0,14.0,16.0,11.0,0,0,0.0,0
928,1004479,204479,30545.45455,5,20.339,718.51,E,幼教与中小学校,农、林、牧、渔业,7 years,0,0,2015/11/1,0,51,13,12.20727273,0,695.0,752.9166667,6,0,0.0,35234.76923,99.1,0,0,May-95,0,1,4.0,0.0,2.0,6.0,2.0,5,9496,949.6,0
930,1012670,212670,9090.909091,3,14.685,338.63,C,普通企业,住宿和餐饮业,,1,2,2014/6/1,2,141,13,12.97272727,0,600.0,700.0,9,1,1.0,8012.307692,57.69230769,1,0,7-Jan,5,1,7.0,0.0,0.0,12.0,6.0,3,3534,1060.2,0
932,1015722,215722,4545.454545,3,10.439,160.15,B,上市企业,农、林、牧、渔业,6 years,0,0,2015/1/1,4,555,37,9.463636364,0,730.9090909,852.7272727,6,0,0.0,5080.0,85.50769231,1,0,Dec-00,4,1,3.0,0.0,11.0,8.0,4.0,3,1469,146.9,0
933,1018881,218881,26284.09091,5,29.689,980.76,F,幼教与中小学校,文化和体育业,10+ years,1,0,2016/7/1,0,195,38,29.57272727,0,576.8181818,672.9545455,8,0,0.0,39039.0,82.43076923,0,0,Nov-93,0,1,5.0,0.0,11.0,9.0,5.0,0,0,0.0,1
934,1044700,244700,17727.27273,3,7.139,459.67,A,普通企业,公共服务、社会组织,4 years,0,0,2014/7/1,4,395,44,15.96,0,627.2727273,784.0909091,15,0,0.0,20279.53846,42.6,1,0,Nov-95,4,1,13.0,0.0,10.0,24.0,6.0,1,6117,611.7,0
935,1021544,221544,3490.909091,3,8.349,99.68,A,政府机构,住宿和餐饮业,10+ years,1,1,2016/7/1,0,171,8,11.04,0,585.0,731.25,10,1,1.0,8751.923077,31.66153846,0,0,Aug-96,0,1,5.0,0.0,2.0,12.0,8.0,3,1202,240.4,0
936,1025717,225717,6000.0,3,4.788,198.76,A,幼教与中小学校,电力、热力生产供应业,< 1 year,0,0,2017/4/1,0,260,21,9.072727273,0,650.0,812.5,8,0,0.0,13186.15385,37.01538462,0,0,Aug-00,0,1,3.0,0.0,6.0,14.0,8.0,2,3029,908.7,0
937,1027877,227877,28363.63636,5,10.323,527.47,B,政府机构,金融业,10+ years,2,2,2016/5/1,0,167,8,12.87272727,0,556.3636364,695.4545455,14,2,2.0,20015.07692,54.64615385,0,0,Nov-89,0,1,6.0,0.0,4.0,25.0,14.0,0,8379,1675.8,0
938,1004960,204960,5818.181818,3,10.99,209.5,B,政府机构,房地产业,7 years,1,2,2016/10/1,0,324,10,16.10181818,4,680.0,736.6666667,9,0,0.0,1470.461538,24.23076923,0,0,6-Aug,0,1,4.0,0.0,5.0,20.0,14.0,0,0,0.0,1
940,1006218,206218,13090.90909,3,7.89,375.43,A,普通企业,采矿业,4 years,1,1,2015/10/1,0,19,14,12.52727273,4,741.8181818,803.6363636,8,0,0.0,7866.461538,63.41538462,0,0,Oct-98,0,1,6.0,0.0,5.0,10.0,7.0,3,59,17.7,0
943,1011498,211498,1636.363636,3,7.282,55.27,A,普通企业,批发和零售业,4 years,1,1,2012/5/1,0,211,19,2.109090909,0,681.8181818,738.6363636,5,0,0.0,696.9230769,11.42307692,1,0,7-Apr,58342,1,,,,,,3,127,0.0,0
944,1030660,230660,6545.454545,3,12.303,204.11,C,普通企业,公共服务、社会组织,10+ years,2,2,2015/12/1,5,34,18,40.81090909,0,695.0,868.75,6,0,0.0,18208.84615,89.30769231,0,0,5-Feb,6,1,3.0,0.0,3.0,4.0,1.0,0,0,0.0,1
945,1011355,211355,10625.0,3,17.919,375.07,C,普通企业,交通运输、仓储和邮政业,10+ years,0,0,2012/11/1,0,594,14,20.75,0,548.1818182,593.8636364,11,0,0.0,11497.0,61.66153846,1,0,1-May,206,1,6.0,0.0,29.0,12.0,7.0,3,2892,0.0,0
947,1030026,230026,13827.27273,3,8.244,372.93,B,高等教育机构,金融业,< 1 year,0,1,2016/5/1,0,388,3,10.54545455,2,670.0,725.8333333,5,0,0.0,11859.07692,40.8,0,0,Jun-95,0,1,2.0,0.0,6.0,5.0,0.0,3,893,0.0,0
948,1032475,232475,3272.727273,3,16.173,144.55,D,政府机构,信息传输、软件和信息技术服务业,10+ years,1,1,2016/1/1,0,660,23,34.15636364,0,690.0,747.5,16,0,0.0,15154.15385,57.41538462,0,0,Jun-95,0,1,10.0,0.0,29.0,35.0,15.0,1,1517,0.0,0
949,1009335,209335,3054.545455,3,8.253,89.27,B,普通企业,文化和体育业,9 years,1,1,2015/5/1,4,171,8,19.38,0,589.0909091,736.3636364,14,0,0.0,16270.0,39.95384615,0,0,5-May,4,1,7.0,0.0,6.0,17.0,9.0,3,1381,276.2,0
950,1000008,200008,9927.272727,3,14.3,288.32,C,普通企业,电力、热力生产供应业,7 years,0,0,2013/11/1,0,621,43,23.57181818,0,725.4545455,906.8181818,6,0,0.0,11527.0,102.3461538,0,0,Nov-95,70,1,4.0,0.0,20.0,5.0,4.0,3,1337,133.7,0
952,1032708,232708,20181.81818,3,10.439,592.53,B,政府机构,房地产业,10+ years,0,1,2015/1/1,0,27,12,29.57454545,0,576.8181818,672.9545455,10,0,0.0,15978.46154,42.18461538,1,0,May-90,0,1,7.0,0.0,4.0,10.0,8.0,3,7092,1418.4,0
953,1042413,242413,10000.0,3,19.646,360.83,D,幼教与中小学校,采矿业,< 1 year,1,0,2015/8/1,0,141,13,6.872727273,0,758.1818182,821.3636364,11,0,0.0,8839.384615,71.30769231,0,0,3-Jul,0,1,9.0,0.0,0.0,17.0,7.0,3,2581,258.1,0
955,1000133,200133,16363.63636,3,12.089,589.22,B,普通企业,公共服务、社会组织,8 years,0,1,2015/12/1,2,31,2,4.781818182,0,659.0909091,823.8636364,6,0,0.0,20118.46154,55.78461538,0,0,5-May,5,1,3.0,0.0,5.0,6.0,6.0,3,1216,364.8,0
960,1040451,240451,12218.18182,3,9.576,364.77,B,上市企业,信息传输、软件和信息技术服务业,4 years,1,2,2015/12/1,0,81,15,25.22,0,741.8181818,927.2727273,9,0,0.0,10999.61538,80.03076923,1,0,6-Aug,0,1,3.0,0.0,11.0,5.0,4.0,1,929,278.7,0
962,1033053,233053,6000.0,3,7.51,186.67,A,政府机构,农、林、牧、渔业,10+ years,2,1,2012/2/1,4,29,19,7.91,0,597.2727273,696.8181818,11,0,0.0,16391.0,47.6,1,0,Jun-97,60383,1,,,,,,2,441,0.0,0
965,1034049,234049,4090.909091,3,11.99,166.05,B,高等教育机构,房地产业,10+ years,0,1,2017/10/1,0,480,8,9.481818182,1,758.1818182,884.5454545,8,0,0.0,3103.384615,27.69230769,1,0,Nov-98,0,1,5.0,0.0,3.0,5.0,5.0,3,437,131.1,0
966,1011890,211890,14727.27273,3,7.11,563.23,A,政府机构,信息传输、软件和信息技术服务业,10+ years,0,1,2013/12/1,4,52,19,7.044545455,0,668.1818182,835.2272727,19,0,0.0,11281.84615,25.2,1,0,Aug-96,23471,1,9.0,0.0,1.0,27.0,11.0,3,4832,0.0,0
967,1047734,247734,14181.81818,3,5.852,361.38,A,普通企业,电力、热力生产供应业,7 years,1,0,2015/8/1,0,134,8,29.44363636,0,650.4545455,704.6590909,9,0,0.0,7546.153846,16.04615385,0,0,Jan-97,0,1,2.0,0.0,16.0,19.0,9.0,1,4652,930.4,0
968,1035053,235053,1090.909091,3,10.791,33.21,B,政府机构,采矿业,8 years,0,2,2017/12/1,0,531,14,34.97454545,0,589.0909091,638.1818182,7,0,0.0,2442.0,28.7,1,1,13-Jun,0,1,4.0,0.0,8.0,5.0,1.0,0,0,0.0,1
969,1030597,230597,9818.181818,3,20.49,336.73,E,政府机构,金融业,7 years,1,2,2012/7/1,0,195,38,15.55,0,670.0,725.8333333,4,0,0.0,10997.53846,88.89230769,1,0,Oct-98,559,1,,,,,,3,1586,0.0,0
970,1029483,229483,14000.0,3,5.32,421.61,A,政府机构,电力、热力生产供应业,8 years,0,0,2015/8/1,2,70,32,30.30545455,0,769.0909091,961.3636364,12,0,0.0,29511.0,76.78461538,0,0,Jan-89,5,1,5.0,0.0,3.0,11.0,7.0,1,3606,1081.8,0
971,1000190,200190,8000.0,3,11.691,269.52,C,普通企业,公共服务、社会组织,2 years,0,0,2014/10/1,0,416,19,2.1,0,725.4545455,846.3636364,4,1,1.0,3356.769231,45.0,0,0,Jul-00,0,1,3.0,,2.0,14.0,11.0,3,2592,0.0,0
972,1000367,200367,13000.0,3,15.73,377.56,C,普通企业,金融业,10+ years,0,1,2013/10/1,0,291,23,12.37272727,0,613.6363636,767.0454545,7,1,1.0,4885.846154,115.2692308,1,0,Aug-00,1481,1,3.0,0.0,8.0,9.0,6.0,1,3358,1007.4,0
973,1020413,220413,27272.72727,3,7.371,942.73,A,政府机构,信息传输、软件和信息技术服务业,< 1 year,0,2,2014/11/1,0,79,2,17.53363636,1,735.0,857.5,11,0,0.0,30471.0,31.01538462,1,0,May-97,0,1,5.0,0.0,5.0,15.0,9.0,3,8407,2522.1,0
974,1028290,228290,7636.363636,3,9.99,225.84,B,政府机构,电力、热力生产供应业,< 1 year,0,2,2015/2/1,2,42,26,9.42,0,796.3636364,862.7272727,25,0,0.0,70657.84615,23.58461538,1,0,Mar-99,5,1,8.0,0.0,12.0,80.0,50.0,3,3324,332.4,0
977,1036068,236068,15000.0,3,7.392,507.37,A,普通企业,农、林、牧、渔业,< 1 year,0,0,2018/2/1,5,286,16,9.098181818,0,662.7272727,773.1818182,7,0,0.0,2526.461538,6.569230769,0,1,Jun-97,6,1,2.0,0.0,14.0,11.0,7.0,3,7534,1506.8,0
978,1021782,221782,22250.0,5,17.56,559.7,D,上市企业,住宿和餐饮业,6 years,0,2,2013/9/1,0,188,23,23.26090909,0,769.0909091,833.1818182,12,0,0.0,22540.0,87.46153846,1,0,5-Oct,0,1,7.0,0.0,9.0,9.0,5.0,5,3821,0.0,0
979,1022554,222554,35454.54545,5,14.049,723.34,D,政府机构,采矿业,10+ years,2,2,2014/11/1,4,635,3,30.5,0,705.0,763.75,9,0,0.0,54058.84615,69.9,0,0,Jul-83,4,1,7.0,0.0,3.0,16.0,14.0,4,3354,0.0,0
980,1033748,233748,5000.0,3,13.491,173.31,C,世界五百强,金融业,10+ years,2,2,2014/10/1,0,350,9,19.93,0,548.1818182,639.5454545,12,0,0.0,21390.0,85.29230769,0,0,3-Nov,0,1,7.0,0.0,3.0,9.0,6.0,2,1209,0.0,0
981,1012625,212625,17727.27273,3,13.332,499.08,B,普通企业,信息传输、软件和信息技术服务业,5 years,0,1,2013/6/1,0,4,3,14.02363636,0,631.8181818,684.469697,13,0,0.0,36726.30769,96.16923077,1,0,Aug-98,27471,1,10.0,0.0,10.0,15.0,9.0,3,4776,955.2,0
